"BTN","Bhutan","Perception of Corruption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65,NA
"BTN","Bhutan","Police Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5
"BTN","Bhutan","Political Terror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"BTN","Bhutan","Prevalence of Infectious Disease (deaths per 100,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530.263355050086,NA
"BTN","Bhutan","Regime Persistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA
"BTN","Bhutan","Regulatory Quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.665243923664093,NA
"BTN","Bhutan","Remoteness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1450805664062,NA,NA
"BTN","Bhutan","Resource Rent Dependence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.521599795,NA,NA
"BTN","Bhutan","Restricted Gender Physical integrity Value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2946,NA,NA,NA
"BTN","Bhutan","Rule of Law",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.474711835384369,NA
"BTN","Bhutan","Socio-Economic Vulnerability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA
"BTN","Bhutan","Unemployment Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3840000629425,NA
"BTN","Bhutan","Uprooted people",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"BTN","Bhutan","Urbanisation Growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18875,NA
"BTN","Bhutan","Violent Conflict Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA
"BTN","Bhutan","Voice and Accountability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0496735870838165,NA
"BTN","Bhutan","Women in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-58.7,NA,NA
"BWA","Botswana","Access to justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.939366303,NA
"BWA","Botswana","Aid Dependency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA
"BWA","Botswana","Armed Security Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.595
"BWA","Botswana","Battle Related Deaths Per Capita (log)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"BWA","Botswana","Control over territory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-98.6,NA,NA,NA
"BWA","Botswana","Core civil society index",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.939721801,NA
"BWA","Botswana","Deaths by non-state actors per capita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"BWA","Botswana","Decentralised Elections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.843337723,NA
"BWA","Botswana","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.658,NA,NA
"BWA","Botswana","Environmental Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.37,NA
"BWA","Botswana","Food Security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"BWA","Botswana","Formal Alliances",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"BWA","Botswana","GDP Growth Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0202869270106072,NA,NA
"BWA","Botswana","Gender Inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435,NA,NA
"BWA","Botswana","General government gross debt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.886,NA
"BWA","Botswana","GINI Coefficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,53.90000153,NA,NA,NA,NA,NA
"BWA","Botswana","Government Effectiveness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.506949603557587,NA
"BWA","Botswana","Homicide Rate",NA,NA,NA,NA,NA,NA,NA,NA,10.527796733129,NA,NA,NA,NA,NA,NA
"BWA","Botswana","Horizontal inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.124335418,NA
"BWA","Botswana","Impact of Terrorism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"BWA","Botswana","Judicial Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.810074921,NA
"BWA","Botswana","Legislative Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.836562204,NA
"BWA","Botswana","Males in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.3,NA,NA
"BWA","Botswana","Natural Disasters Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA
"BWA","Botswana","NEET",NA,NA,NA,NA,NA,NA,35.5,NA,NA,NA,NA,NA,NA,NA,NA
"BWA","Botswana","Perception of Corruption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-60,NA
"BWA","Botswana","Police Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.103
"BWA","Botswana","Political Terror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"BWA","Botswana","Prevalence of Infectious Disease (deaths per 100,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060.49511955826,NA
"BWA","Botswana","Regime Persistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19,NA
"BWA","Botswana","Regulatory Quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.528430640697479,NA
"BWA","Botswana","Remoteness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.4797439575195,NA,NA
"BWA","Botswana","Resource Rent Dependence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.711594729,NA,NA
"BWA","Botswana","Restricted Gender Physical integrity Value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306,NA,NA,NA
"BWA","Botswana","Rule of Law",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.521856963634491,NA
"BWA","Botswana","Socio-Economic Vulnerability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
"BWA","Botswana","Unemployment Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3729991912842,NA
"BWA","Botswana","Uprooted people",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA
"BWA","Botswana","Urbanisation Growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30366,NA
"BWA","Botswana","Violent Conflict Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
"BWA","Botswana","Voice and Accountability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.424854427576065,NA
"BWA","Botswana","Women in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.4,NA,NA
"CAF","Central African Republic","Access to justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.270833518,NA
"CAF","Central African Republic","Aid Dependency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA
"CAF","Central African Republic","Armed Security Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.213
"CAF","Central African Republic","Battle Related Deaths Per Capita (log)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"CAF","Central African Republic","Control over territory",NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.14285714,NA,NA,NA,NA,NA
"CAF","Central African Republic","Core civil society index",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.678546634,NA
"CAF","Central African Republic","Deaths by non-state actors per capita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28391012817981,NA
"CAF","Central African Republic","Decentralised Elections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.069745018,NA
"CAF","Central African Republic","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.338,NA,NA
"CAF","Central African Republic","Environmental Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.29,NA
"CAF","Central African Republic","Food Security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA
"CAF","Central African Republic","Formal Alliances",NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA
"CAF","Central African Republic","GDP Growth Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0723040437206727,NA,NA
"CAF","Central African Republic","Gender Inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656,NA,NA,NA,NA,NA
"CAF","Central African Republic","General government gross debt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.518,NA
"CAF","Central African Republic","GINI Coefficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,61.40000153,NA,NA,NA,NA,NA
"CAF","Central African Republic","Government Effectiveness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76806378364563,NA
"CAF","Central African Republic","Homicide Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0927479079333,NA,NA
"CAF","Central African Republic","Horizontal inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.68863153,NA
"CAF","Central African Republic","Impact of Terrorism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.394,NA
"CAF","Central African Republic","Judicial Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.386059867,NA
"CAF","Central African Republic","Legislative Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.778471867,NA
"CAF","Central African Republic","Level of Violent Criminal Activity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
"CAF","Central African Republic","Males in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84.6,NA,NA
"CAF","Central African Republic","Natural Disasters Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA
"CAF","Central African Republic","NEET",NA,NA,NA,26.6999998092652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAF","Central African Republic","Perception of Corruption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20,NA
"CAF","Central African Republic","Police Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5
"CAF","Central African Republic","Political Terror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"CAF","Central African Republic","Prevalence of Infectious Disease (deaths per 100,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2472.54326446423,NA
"CAF","Central African Republic","Regime Persistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA
"CAF","Central African Republic","Regulatory Quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42716693878174,NA
"CAF","Central African Republic","Remoteness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5793228149414,NA,NA
"CAF","Central African Republic","Resource Rent Dependence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.40632154,NA,NA
"CAF","Central African Republic","Restricted Gender Physical integrity Value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6135,NA,NA,NA
"CAF","Central African Republic","Rule of Law",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84308254718781,NA
"CAF","Central African Republic","Socio-Economic Vulnerability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA
"CAF","Central African Republic","Unemployment Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.86700010299683,NA
"CAF","Central African Republic","Uprooted people",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA
"CAF","Central African Republic","Urbanisation Growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7958,NA
"CAF","Central African Republic","Violent Conflict Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"CAF","Central African Republic","Voice and Accountability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12888085842133,NA
"CAF","Central African Republic","Women in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.7,NA,NA
"CAN","Canada","Access to justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.954577979,NA
"CAN","Canada","Aid Dependency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"CAN","Canada","Armed Security Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.264
"CAN","Canada","Battle Related Deaths Per Capita (log)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"CAN","Canada","Control over territory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-97.5,NA,NA,NA
"CAN","Canada","Core civil society index",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.933435181,NA
"CAN","Canada","Deaths by non-state actors per capita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"CAN","Canada","Decentralised Elections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.983275973,NA
"CAN","Canada","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.89,NA,NA
"CAN","Canada","Environmental Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.15,NA
"CAN","Canada","Food Security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA
"CAN","Canada","Formal Alliances",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28
"CAN","Canada","GDP Growth Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00673095660665513,NA,NA
"CAN","Canada","Gender Inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,NA,NA
"CAN","Canada","General government gross debt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.327,NA
"CAN","Canada","GINI Coefficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.40000153,NA,NA,NA,NA,NA
"CAN","Canada","Government Effectiveness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.79841291904449,NA
"CAN","Canada","Homicide Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68058215588473,NA,NA
"CAN","Canada","Horizontal inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.150834146,NA
"CAN","Canada","Impact of Terrorism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.958,NA
"CAN","Canada","Judicial Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.922877329,NA
"CAN","Canada","Legislative Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.895072657,NA
"CAN","Canada","Level of Violent Criminal Activity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"CAN","Canada","Males in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.3,NA,NA
"CAN","Canada","Natural Disasters Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA
"CAN","Canada","NEET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA
"CAN","Canada","Perception of Corruption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82,NA
"CAN","Canada","Police Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.968
"CAN","Canada","Political Terror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"CAN","Canada","Prevalence of Infectious Disease (deaths per 100,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774.894627036621,NA
"CAN","Canada","Regime Persistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95,NA
"CAN","Canada","Regulatory Quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.73895764350891,NA
"CAN","Canada","Remoteness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"CAN","Canada","Resource Rent Dependence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.887725962,NA,NA
"CAN","Canada","Restricted Gender Physical integrity Value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127890909090909,NA,NA,NA
"CAN","Canada","Rule of Law",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.83543384075165,NA
"CAN","Canada","Socio-Economic Vulnerability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA
"CAN","Canada","Unemployment Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07299995422363,NA
"CAN","Canada","Uprooted people",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA
"CAN","Canada","Urbanisation Growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43118,NA
"CAN","Canada","Violent Conflict Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA
"CAN","Canada","Voice and Accountability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37780499458313,NA
"CAN","Canada","Women in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61,NA,NA
"CHE","Switzerland","Access to justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.984107225,NA
"CHE","Switzerland","Aid Dependency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"CHE","Switzerland","Armed Security Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.389
"CHE","Switzerland","Battle Related Deaths Per Capita (log)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"CHE","Switzerland","Control over territory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,NA,NA,NA
"CHE","Switzerland","Core civil society index",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.948888153,NA
"CHE","Switzerland","Deaths by non-state actors per capita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"CHE","Switzerland","Decentralised Elections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.974633189,NA
"CHE","Switzerland","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.891,NA,NA
"CHE","Switzerland","Environmental Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.78,NA
"CHE","Switzerland","Food Security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA
"CHE","Switzerland","Formal Alliances",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"CHE","Switzerland","GDP Growth Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00210890184646373,NA,NA
"CHE","Switzerland","Gender Inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA
"CHE","Switzerland","General government gross debt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.388,NA,NA,NA
"CHE","Switzerland","GINI Coefficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,NA,NA,NA
"CHE","Switzerland","Government Effectiveness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.02562808990479,NA
"CHE","Switzerland","Homicide Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.686857629957982,NA,NA
"CHE","Switzerland","Horizontal inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.437896116,NA
"CHE","Switzerland","Impact of Terrorism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.269,NA
"CHE","Switzerland","Judicial Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97262834,NA
"CHE","Switzerland","Legislative Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.909287776,NA
"CHE","Switzerland","Level of Violent Criminal Activity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,NA
"CHE","Switzerland","Males in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.8,NA,NA
"CHE","Switzerland","Natural Disasters Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA
"CHE","Switzerland","NEET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"CHE","Switzerland","Perception of Corruption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86,NA
"CHE","Switzerland","Police Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.085
"CHE","Switzerland","Political Terror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"CHE","Switzerland","Prevalence of Infectious Disease (deaths per 100,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,814.785091425147,NA
"CHE","Switzerland","Regime Persistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-168,NA
"CHE","Switzerland","Regulatory Quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.91211891174316,NA
"CHE","Switzerland","Remoteness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"CHE","Switzerland","Resource Rent Dependence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009499695,NA,NA
"CHE","Switzerland","Restricted Gender Physical integrity Value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127890909090909,NA,NA,NA
"CHE","Switzerland","Rule of Law",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.93561387062073,NA
"CHE","Switzerland","Socio-Economic Vulnerability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA
"CHE","Switzerland","Unemployment Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58300018310547,NA
"CHE","Switzerland","Uprooted people",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"CHE","Switzerland","Urbanisation Growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18268,NA
"CHE","Switzerland","Violent Conflict Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA
"CHE","Switzerland","Voice and Accountability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.45840394496918,NA
"CHE","Switzerland","Women in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.7,NA,NA
"CHL","Chile","Access to justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.815871038,NA
"CHL","Chile","Aid Dependency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA
"CHL","Chile","Armed Security Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.545
"CHL","Chile","Battle Related Deaths Per Capita (log)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"CHL","Chile","Control over territory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-96.66666667,NA,NA,NA
"CHL","Chile","Core civil society index",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.927958917,NA
"CHL","Chile","Deaths by non-state actors per capita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"CHL","Chile","Decentralised Elections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.681019156,NA
"CHL","Chile","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.784,NA,NA
"CHL","Chile","Environmental Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93.23,NA
"CHL","Chile","Food Security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA
"CHL","Chile","Formal Alliances",NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA
"CHL","Chile","GDP Growth Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0197443887533237,NA,NA
"CHL","Chile","Gender Inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.322,NA,NA
"CHL","Chile","General government gross debt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.177,NA,NA
"CHL","Chile","GINI Coefficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.42499924,NA,NA,NA,NA
"CHL","Chile","Government Effectiveness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.01817071437836,NA
"CHL","Chile","Homicide Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59180700939449,NA,NA,NA
"CHL","Chile","Horizontal inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.917820955,NA
