"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","NEET","15_29","PC_AGE","A","2017",16.5467,
"DEU","NEET","15_29","PC_AGE","A","1997",14.311419,
"DEU","NEET","15_29","PC_AGE","A","1999",13.219603,
"DEU","NEET","15_29","PC_AGE","A","2000",13.309676,
"DEU","NEET","15_29","PC_AGE","A","2001",13.089443,
"DEU","NEET","15_29","PC_AGE","A","2002",12.621109,
"DEU","NEET","15_29","PC_AGE","A","2003",12.862095,
"DEU","NEET","15_29","PC_AGE","A","2004",13.454344,
"DEU","NEET","15_29","PC_AGE","A","2005",14.703324,
"DEU","NEET","15_29","PC_AGE","A","2006",13.602721,
"DEU","NEET","15_29","PC_AGE","A","2007",12.578499,
"DEU","NEET","15_29","PC_AGE","A","2008",11.645081,
"DEU","NEET","15_29","PC_AGE","A","2009",11.639909,
"DEU","NEET","15_29","PC_AGE","A","2010",11.974542,
"DEU","NEET","15_29","PC_AGE","A","2011",10.998944,
"DEU","NEET","15_29","PC_AGE","A","2012",9.9439726,
"DEU","NEET","15_29","PC_AGE","A","2013",9.6834126,
"DEU","NEET","15_29","PC_AGE","A","2014",9.1729298,
"DEU","NEET","15_29","PC_AGE","A","2015",8.5675774,
"DEU","NEET","15_29","PC_AGE","A","2016",9.6113749,
"DEU","NEET","15_29","PC_AGE","A","2017",9.3432322,
"GRC","NEET","15_29","PC_AGE","A","1997",21.778004,
"GRC","NEET","15_29","PC_AGE","A","1998",23.410681,
"GRC","NEET","15_29","PC_AGE","A","1999",21.763514,
"GRC","NEET","15_29","PC_AGE","A","2000",21.521215,
"GRC","NEET","15_29","PC_AGE","A","2001",19.79446,
"GRC","NEET","15_29","PC_AGE","A","2002",20.13822,
"GRC","NEET","15_29","PC_AGE","A","2003",19.378819,
"GRC","NEET","15_29","PC_AGE","A","2004",20.396984,
"GRC","NEET","15_29","PC_AGE","A","2005",19.547388,
"GRC","NEET","15_29","PC_AGE","A","2006",16.701204,
"GRC","NEET","15_29","PC_AGE","A","2007",16.5748,
"GRC","NEET","15_29","PC_AGE","A","2008",15.98409,
"GRC","NEET","15_29","PC_AGE","A","2009",16.617811,
"GRC","NEET","15_29","PC_AGE","A","2010",18.086546,
"GRC","NEET","15_29","PC_AGE","A","2011",21.594868,
"GRC","NEET","15_29","PC_AGE","A","2012",26.7388,
"GRC","NEET","15_29","PC_AGE","A","2013",28.469343,
"GRC","NEET","15_29","PC_AGE","A","2014",28.306072,
"GRC","NEET","15_29","PC_AGE","A","2015",26.14764,
"GRC","NEET","15_29","PC_AGE","A","2016",23.541365,
"GRC","NEET","15_29","PC_AGE","A","2017",22.752119,
"HUN","NEET","15_29","PC_AGE","A","1997",23.721262,
"HUN","NEET","15_29","PC_AGE","A","1998",24.232397,
"HUN","NEET","15_29","PC_AGE","A","1999",22.21525,
"HUN","NEET","15_29","PC_AGE","A","2000",20.213612,
"HUN","NEET","15_29","PC_AGE","A","2001",18.859238,
"HUN","NEET","15_29","PC_AGE","A","2002",19.493202,
"HUN","NEET","15_29","PC_AGE","A","2003",18.831015,
"HUN","NEET","15_29","PC_AGE","A","2004",17.076838,
"HUN","NEET","15_29","PC_AGE","A","2005",17.243181,
"HUN","NEET","15_29","PC_AGE","A","2006",17.044252,
"HUN","NEET","15_29","PC_AGE","A","2007",15.614381,
"HUN","NEET","15_29","PC_AGE","A","2008",16.267965,
"HUN","NEET","15_29","PC_AGE","A","2009",17.737835,
"HUN","NEET","15_29","PC_AGE","A","2010",18.917772,
"HUN","NEET","15_29","PC_AGE","A","2011",18.531004,
"HUN","NEET","15_29","PC_AGE","A","2012",18.879009,
"HUN","NEET","15_29","PC_AGE","A","2013",20.482632,
"HUN","NEET","15_29","PC_AGE","A","2014",17.478123,
"HUN","NEET","15_29","PC_AGE","A","2015",15.890547,
"HUN","NEET","15_29","PC_AGE","A","2016",15.176572,
"HUN","NEET","15_29","PC_AGE","A","2017",14.015918,
"ISL","NEET","15_29","PC_AGE","A","2003",11.091541,
"ISL","NEET","15_29","PC_AGE","A","2004",6.6838899,
"ISL","NEET","15_29","PC_AGE","A","2005",5.466486,
"ISL","NEET","15_29","PC_AGE","A","2006",5.0737777,
"ISL","NEET","15_29","PC_AGE","A","2007",4.6420388,
"ISL","NEET","15_29","PC_AGE","A","2008",5.5687079,
"ISL","NEET","15_29","PC_AGE","A","2009",11.178813,
"ISL","NEET","15_29","PC_AGE","A","2010",11.376157,
"ISL","NEET","15_29","PC_AGE","A","2011",9.7545824,
"ISL","NEET","15_29","PC_AGE","A","2012",9.498806,
"ISL","NEET","15_29","PC_AGE","A","2013",8.0591402,
"ISL","NEET","15_29","PC_AGE","A","2014",8.8360205,
"ISL","NEET","15_29","PC_AGE","A","2015",6.1519022,
"ISL","NEET","15_29","PC_AGE","A","2016",5.3012023,
"ISL","NEET","15_29","PC_AGE","A","2017",4.9017882,
"IRL","NEET","15_29","PC_AGE","A","1999",9.9441118,
"IRL","NEET","15_29","PC_AGE","A","2000",8.9690275,
"IRL","NEET","15_29","PC_AGE","A","2001",8.9506502,
"IRL","NEET","15_29","PC_AGE","A","2002",10.294398,
"IRL","NEET","15_29","PC_AGE","A","2003",10.790169,
"IRL","NEET","15_29","PC_AGE","A","2004",10.71519,
"IRL","NEET","15_29","PC_AGE","A","2005",10.481543,
"IRL","NEET","15_29","PC_AGE","A","2006",10.397779,
"IRL","NEET","15_29","PC_AGE","A","2007",10.745055,
"IRL","NEET","15_29","PC_AGE","A","2008",12.79305,
"IRL","NEET","15_29","PC_AGE","A","2009",18.578489,
"IRL","NEET","15_29","PC_AGE","A","2010",20.792801,
"IRL","NEET","15_29","PC_AGE","A","2011",21.922867,
"IRL","NEET","15_29","PC_AGE","A","2012",21.089144,
"IRL","NEET","15_29","PC_AGE","A","2013",19.24276,
"IRL","NEET","15_29","PC_AGE","A","2014",18.034855,
"IRL","NEET","15_29","PC_AGE","A","2015",16.197556,
"IRL","NEET","15_29","PC_AGE","A","2017",13.105398,
"ITA","NEET","15_29","PC_AGE","A","1998",25.690182,
"ITA","NEET","15_29","PC_AGE","A","1999",25.341173,
"ITA","NEET","15_29","PC_AGE","A","2000",23.294792,
"ITA","NEET","15_29","PC_AGE","A","2001",22.157219,
"ITA","NEET","15_29","PC_AGE","A","2002",20.669525,
"ITA","NEET","15_29","PC_AGE","A","2004",20.533606,
"ITA","NEET","15_29","PC_AGE","A","2005",21.064236,
"ITA","NEET","15_29","PC_AGE","A","2006",20.075226,
"ITA","NEET","15_29","PC_AGE","A","2007",20.022511,
"ITA","NEET","15_29","PC_AGE","A","2008",19.150309,
"ITA","NEET","15_29","PC_AGE","A","2009",21.167088,
"ITA","NEET","15_29","PC_AGE","A","2010",22.984301,
"ITA","NEET","15_29","PC_AGE","A","2011",23.157768,
"ITA","NEET","15_29","PC_AGE","A","2012",24.617849,
"ITA","NEET","15_29","PC_AGE","A","2013",26.099258,
"ITA","NEET","15_29","PC_AGE","A","2014",27.712954,
"ITA","NEET","15_29","PC_AGE","A","2015",27.383543,
"ITA","NEET","15_29","PC_AGE","A","2016",26.017776,
"ITA","NEET","15_29","PC_AGE","A","2017",25.112749,
"LUX","NEET","15_29","PC_AGE","A","1997",11.179894,
"LUX","NEET","15_29","PC_AGE","A","1998",10.454355,
"LUX","NEET","15_29","PC_AGE","A","1999",10.365949,
"LUX","NEET","15_29","PC_AGE","A","2000",8.1047812,
"LUX","NEET","15_29","PC_AGE","A","2001",8.1836967,
"LUX","NEET","15_29","PC_AGE","A","2002",7.4769335,
"LUX","NEET","15_29","PC_AGE","A","2003",7.02807,
"LUX","NEET","15_29","PC_AGE","A","2004",8.7442093,
"LUX","NEET","15_29","PC_AGE","A","2005",7.3330355,
"LUX","NEET","15_29","PC_AGE","A","2006",8.56042,
"LUX","NEET","15_29","PC_AGE","A","2007",8.9448242,
"LUX","NEET","15_29","PC_AGE","A","2008",8.478632,
"LUX","NEET","15_29","PC_AGE","A","2009",7.9304276,
"LUX","NEET","15_29","PC_AGE","A","2010",7.1424961,
"LUX","NEET","15_29","PC_AGE","A","2011",7.2376733,
"LUX","NEET","15_29","PC_AGE","A","2012",8.1754742,
"LUX","NEET","15_29","PC_AGE","A","2013",6.0610461,
"LUX","NEET","15_29","PC_AGE","A","2014",8.211834,
"LUX","NEET","15_29","PC_AGE","A","2015",8.425355,
"LUX","NEET","15_29","PC_AGE","A","2017",7.7415361,
"MEX","NEET","15_29","PC_AGE","A","1997",25.43222,
"MEX","NEET","15_29","PC_AGE","A","1998",25.230703,
"MEX","NEET","15_29","PC_AGE","A","1999",24.094904,
"MEX","NEET","15_29","PC_AGE","A","2000",24.628597,
"MEX","NEET","15_29","PC_AGE","A","2001",24.593536,
"MEX","NEET","15_29","PC_AGE","A","2002",24.238504,
"MEX","NEET","15_29","PC_AGE","A","2003",24.757845,
"MEX","NEET","15_29","PC_AGE","A","2004",24.243135,
"MEX","NEET","15_29","PC_AGE","A","2005",23.716904,
"MEX","NEET","15_29","PC_AGE","A","2006",23.233076,
"MEX","NEET","15_29","PC_AGE","A","2007",23.328405,
"MEX","NEET","15_29","PC_AGE","A","2008",23.433718,
"MEX","NEET","15_29","PC_AGE","A","2009",24.376291,
"MEX","NEET","15_29","PC_AGE","A","2010",23.702183,
"MEX","NEET","15_29","PC_AGE","A","2011",24.020403,
"MEX","NEET","15_29","PC_AGE","A","2012",22.88249,
"MEX","NEET","15_29","PC_AGE","A","2013",22.298733,
"MEX","NEET","15_29","PC_AGE","A","2014",22.379408,
"MEX","NEET","15_29","PC_AGE","A","2015",21.938206,
"MEX","NEET","15_29","PC_AGE","A","2016",21.765724,
"MEX","NEET","15_29","PC_AGE","A","2017",21.198429,
"NLD","NEET","15_29","PC_AGE","A","1997",7.8616352,
"NLD","NEET","15_29","PC_AGE","A","1998",7.3967338,
"NLD","NEET","15_29","PC_AGE","A","1999",6.8211489,
"NLD","NEET","15_29","PC_AGE","A","2001",6.7274003,
"NLD","NEET","15_29","PC_AGE","A","2002",7.0675106,
"NLD","NEET","15_29","PC_AGE","A","2003",7.7114429,
"NLD","NEET","15_29","PC_AGE","A","2004",7.5357141,
"NLD","NEET","15_29","PC_AGE","A","2005",7.2649574,
"NLD","NEET","15_29","PC_AGE","A","2006",6.2001452,
"NLD","NEET","15_29","PC_AGE","A","2007",6.7160082,
"NLD","NEET","15_29","PC_AGE","A","2008",5.1138353,
"NLD","NEET","15_29","PC_AGE","A","2009",6.9999967,
"NLD","NEET","15_29","PC_AGE","A","2010",6.7656198,
"NLD","NEET","15_29","PC_AGE","A","2011",6.8752151,
"NLD","NEET","15_29","PC_AGE","A","2012",6.7111859,
"NLD","NEET","15_29","PC_AGE","A","2013",8.8733149,
"NLD","NEET","15_29","PC_AGE","A","2014",9.2209091,
"NLD","NEET","15_29","PC_AGE","A","2015",8.2679853,
"NLD","NEET","15_29","PC_AGE","A","2016",7.8377733,
"NLD","NEET","15_29","PC_AGE","A","2017",7.5493064,
"NZL","NEET","15_29","PC_AGE","A","2004",12.731203,
"NZL","NEET","15_29","PC_AGE","A","2005",11.965304,
"NZL","NEET","15_29","PC_AGE","A","2006",11.960715,
"NZL","NEET","15_29","PC_AGE","A","2007",11.966498,
"NZL","NEET","15_29","PC_AGE","A","2008",12.102703,
"NZL","NEET","15_29","PC_AGE","A","2009",14.782221,
"NZL","NEET","15_29","PC_AGE","A","2010",15.281414,
"NZL","NEET","15_29","PC_AGE","A","2011",14.262648,
"NZL","NEET","15_29","PC_AGE","A","2012",14.812828,
"NZL","NEET","15_29","PC_AGE","A","2013",14.114371,
"NZL","NEET","15_29","PC_AGE","A","2014",12.936568,
"NZL","NEET","15_29","PC_AGE","A","2015",13.294979,
"NZL","NEET","15_29","PC_AGE","A","2016",11.323588,
"NZL","NEET","15_29","PC_AGE","A","2017",11.173238,
"NOR","NEET","15_29","PC_AGE","A","1997",8.8461227,
"NOR","NEET","15_29","PC_AGE","A","1998",6.8273287,
"NOR","NEET","15_29","PC_AGE","A","1999",6.1217275,
"NOR","NEET","15_29","PC_AGE","A","2000",6.952095,
"NOR","NEET","15_29","PC_AGE","A","2001",7.4886303,
"NOR","NEET","15_29","PC_AGE","A","2002",8.0097742,
"NOR","NEET","15_29","PC_AGE","A","2003",8.7400818,
"NOR","NEET","15_29","PC_AGE","A","2004",8.6164799,
"NOR","NEET","15_29","PC_AGE","A","2005",8.0551815,
"NOR","NEET","15_29","PC_AGE","A","2006",7.8947368,
"NOR","NEET","15_29","PC_AGE","A","2007",7.5164137,
"NOR","NEET","15_29","PC_AGE","A","2008",6.6740332,
"NOR","NEET","15_29","PC_AGE","A","2009",7.9809151,
"NOR","NEET","15_29","PC_AGE","A","2010",8.4465199,
"NOR","NEET","15_29","PC_AGE","A","2011",8.4577112,
"NOR","NEET","15_29","PC_AGE","A","2012",8.3960152,
"NOR","NEET","15_29","PC_AGE","A","2013",9.0836496,
"NOR","NEET","15_29","PC_AGE","A","2014",9.2755718,
"NOR","NEET","15_29","PC_AGE","A","2015",9.1583672,
"NOR","NEET","15_29","PC_AGE","A","2016",9.4090204,
"NOR","NEET","15_29","PC_AGE","A","2017",8.8167057,
"POL","NEET","15_29","PC_AGE","A","1997",18.824123,
"POL","NEET","15_29","PC_AGE","A","1998",17.580387,
"POL","NEET","15_29","PC_AGE","A","1999",19.94841,
"POL","NEET","15_29","PC_AGE","A","2000",22.077456,
"POL","NEET","15_29","PC_AGE","A","2001",20.697313,
"POL","NEET","15_29","PC_AGE","A","2002",20.992304,
"POL","NEET","15_29","PC_AGE","A","2003",20.533424,
"POL","NEET","15_29","PC_AGE","A","2004",20.341841,
"POL","NEET","15_29","PC_AGE","A","2005",18.37056,
"POL","NEET","15_29","PC_AGE","A","2006",17.429583,
"POL","NEET","15_29","PC_AGE","A","2007",15.541375,
"POL","NEET","15_29","PC_AGE","A","2008",13.661988,
"POL","NEET","15_29","PC_AGE","A","2009",14.222003,
"POL","NEET","15_29","PC_AGE","A","2010",15.0195,
"POL","NEET","15_29","PC_AGE","A","2011",15.475976,
"POL","NEET","15_29","PC_AGE","A","2012",15.982306,
"POL","NEET","15_29","PC_AGE","A","2013",16.951569,
"POL","NEET","15_29","PC_AGE","A","2014",15.841155,
"POL","NEET","15_29","PC_AGE","A","2015",15.646258,
"POL","NEET","15_29","PC_AGE","A","2016",15.053272,
"POL","NEET","15_29","PC_AGE","A","2017",13.255484,
"PRT","NEET","15_29","PC_AGE","A","1997",12.875874,
"PRT","NEET","15_29","PC_AGE","A","1998",12.117728,
"PRT","NEET","15_29","PC_AGE","A","1999",11.284226,
"PRT","NEET","15_29","PC_AGE","A","2000",10.52566,
"PRT","NEET","15_29","PC_AGE","A","2001",9.9320593,
"PRT","NEET","15_29","PC_AGE","A","2002",10.655678,
"PRT","NEET","15_29","PC_AGE","A","2003",12.056698,
"PRT","NEET","15_29","PC_AGE","A","2004",12.696774,
"PRT","NEET","15_29","PC_AGE","A","2005",12.866458,
"PRT","NEET","15_29","PC_AGE","A","2006",12.392595,
"PRT","NEET","15_29","PC_AGE","A","2007",13.425179,
"PRT","NEET","15_29","PC_AGE","A","2008",12.222537,
"PRT","NEET","15_29","PC_AGE","A","2009",12.796033,
"PRT","NEET","15_29","PC_AGE","A","2010",13.465281,
"PRT","NEET","15_29","PC_AGE","A","2011",15.288321,
"PRT","NEET","15_29","PC_AGE","A","2012",16.616079,
"PRT","NEET","15_29","PC_AGE","A","2013",17.317533,
"PRT","NEET","15_29","PC_AGE","A","2014",17.697248,
"PRT","NEET","15_29","PC_AGE","A","2015",15.342356,
"PRT","NEET","15_29","PC_AGE","A","2016",15.615495,
"PRT","NEET","15_29","PC_AGE","A","2017",12.430303,
"SVK","NEET","15_29","PC_AGE","A","1997",22.587065,
"SVK","NEET","15_29","PC_AGE","A","1998",23.755053,
"SVK","NEET","15_29","PC_AGE","A","1999",26.714611,
"SVK","NEET","15_29","PC_AGE","A","2000",30.405958,
"SVK","NEET","15_29","PC_AGE","A","2001",31.39106,
"SVK","NEET","15_29","PC_AGE","A","2002",26.808008,
"SVK","NEET","15_29","PC_AGE","A","2003",23.864279,
"SVK","NEET","15_29","PC_AGE","A","2004",21.789726,
"SVK","NEET","15_29","PC_AGE","A","2005",20.547691,
"SVK","NEET","15_29","PC_AGE","A","2006",19.12525,
"SVK","NEET","15_29","PC_AGE","A","2007",17.211323,
"SVK","NEET","15_29","PC_AGE","A","2008",16.171618,
"SVK","NEET","15_29","PC_AGE","A","2009",16.115896,
"SVK","NEET","15_29","PC_AGE","A","2010",18.822512,
"SVK","NEET","15_29","PC_AGE","A","2011",19.120066,
"SVK","NEET","15_29","PC_AGE","A","2012",18.792595,
"SVK","NEET","15_29","PC_AGE","A","2013",19.110228,
"SVK","NEET","15_29","PC_AGE","A","2014",18.712257,
"SVK","NEET","15_29","PC_AGE","A","2015",17.206007,
"SVK","NEET","15_29","PC_AGE","A","2016",15.899045,
"SVK","NEET","15_29","PC_AGE","A","2017",16.216686,
"ESP","NEET","15_29","PC_AGE","A","1997",23.224657,
"ESP","NEET","15_29","PC_AGE","A","1998",20.992861,
"ESP","NEET","15_29","PC_AGE","A","1999",19.29122,
"ESP","NEET","15_29","PC_AGE","A","2000",15.645872,
"ESP","NEET","15_29","PC_AGE","A","2001",14.66973,
"ESP","NEET","15_29","PC_AGE","A","2002",14.975956,
"ESP","NEET","15_29","PC_AGE","A","2003",15.021785,
"ESP","NEET","15_29","PC_AGE","A","2004",14.651994,
"ESP","NEET","15_29","PC_AGE","A","2005",17.13669,
"ESP","NEET","15_29","PC_AGE","A","2006",15.878056,
"ESP","NEET","15_29","PC_AGE","A","2007",15.614771,
"ESP","NEET","15_29","PC_AGE","A","2008",16.669403,
"ESP","NEET","15_29","PC_AGE","A","2009",22.630316,
"ESP","NEET","15_29","PC_AGE","A","2010",23.645475,
"ESP","NEET","15_29","PC_AGE","A","2011",24.313225,
"ESP","NEET","15_29","PC_AGE","A","2012",25.629156,
"ESP","NEET","15_29","PC_AGE","A","2013",27.151373,
"ESP","NEET","15_29","PC_AGE","A","2014",24.314959,
"ESP","NEET","15_29","PC_AGE","A","2015",22.820313,
"ESP","NEET","15_29","PC_AGE","A","2016",21.675491,
"ESP","NEET","15_29","PC_AGE","A","2017",19.869802,
"SWE","NEET","15_29","PC_AGE","A","1997",12.023903,
"SWE","NEET","15_29","PC_AGE","A","1998",9.3701649,
"SWE","NEET","15_29","PC_AGE","A","1999",8.1244774,
"SWE","NEET","15_29","PC_AGE","A","2000",7.8992057,
"SWE","NEET","15_29","PC_AGE","A","2001",7.3366227,
"SWE","NEET","15_29","PC_AGE","A","2002",7.9464817,
"SWE","NEET","15_29","PC_AGE","A","2003",8.4056606,
"SWE","NEET","15_29","PC_AGE","A","2004",9.5359077,
"SWE","NEET","15_29","PC_AGE","A","2005",9.180994,
"SWE","NEET","15_29","PC_AGE","A","2006",10.463096,
"SWE","NEET","15_29","PC_AGE","A","2007",10.078616,
"SWE","NEET","15_29","PC_AGE","A","2008",8.7471857,
"SWE","NEET","15_29","PC_AGE","A","2009",10.992398,
"SWE","NEET","15_29","PC_AGE","A","2010",10.270392,
"SWE","NEET","15_29","PC_AGE","A","2011",9.0556602,
"SWE","NEET","15_29","PC_AGE","A","2012",9.6956758,
"SWE","NEET","15_29","PC_AGE","A","2013",9.3649673,
"SWE","NEET","15_29","PC_AGE","A","2014",9.4477053,
"SWE","NEET","15_29","PC_AGE","A","2015",9.0771637,
"SWE","NEET","15_29","PC_AGE","A","2016",8.2297888,
"SWE","NEET","15_29","PC_AGE","A","2017",8.0416346,
"CHE","NEET","15_29","PC_AGE","A","1997",10.2391,
"CHE","NEET","15_29","PC_AGE","A","1998",9.5068359,
"CHE","NEET","15_29","PC_AGE","A","1999",8.7461214,
"CHE","NEET","15_29","PC_AGE","A","2000",8.3455429,
"CHE","NEET","15_29","PC_AGE","A","2001",8.8594475,
"CHE","NEET","15_29","PC_AGE","A","2002",9.5061941,
"CHE","NEET","15_29","PC_AGE","A","2003",11.43031,
"CHE","NEET","15_29","PC_AGE","A","2004",10.187387,
"CHE","NEET","15_29","PC_AGE","A","2005",10.43501,
"CHE","NEET","15_29","PC_AGE","A","2006",9.9827404,
"CHE","NEET","15_29","PC_AGE","A","2007",10.171865,
"CHE","NEET","15_29","PC_AGE","A","2008",9.5564461,
"CHE","NEET","15_29","PC_AGE","A","2009",10.703157,
"CHE","NEET","15_29","PC_AGE","A","2017",8.4002142,
"TUR","NEET","15_29","PC_AGE","A","1997",37.962936,
"TUR","NEET","15_29","PC_AGE","A","1998",35.147999,
"TUR","NEET","15_29","PC_AGE","A","1999",35.223904,
"TUR","NEET","15_29","PC_AGE","A","2000",37.831131,
"TUR","NEET","15_29","PC_AGE","A","2001",38.885899,
"TUR","NEET","15_29","PC_AGE","A","2002",39.63892,
"TUR","NEET","15_29","PC_AGE","A","2003",41.139103,
"TUR","NEET","15_29","PC_AGE","A","2004",41.908875,
"TUR","NEET","15_29","PC_AGE","A","2005",43.584148,
"TUR","NEET","15_29","PC_AGE","A","2006",42.636936,
"TUR","NEET","15_29","PC_AGE","A","2007",41.328671,
"TUR","NEET","15_29","PC_AGE","A","2008",41.989979,
"TUR","NEET","15_29","PC_AGE","A","2009",39.581005,
"TUR","NEET","15_29","PC_AGE","A","2010",36.625298,
"TUR","NEET","15_29","PC_AGE","A","2011",34.623466,
"TUR","NEET","15_29","PC_AGE","A","2013",31.256966,
"TUR","NEET","15_29","PC_AGE","A","2014",31.558617,
"TUR","NEET","15_29","PC_AGE","A","2015",28.777969,
"TUR","NEET","15_29","PC_AGE","A","2016",28.202929,
"TUR","NEET","15_29","PC_AGE","A","2017",27.224148,
"GBR","NEET","15_29","PC_AGE","A","2000",13.321187,
"GBR","NEET","15_29","PC_AGE","A","2001",13.058864,
"GBR","NEET","15_29","PC_AGE","A","2002",13.313821,
"GBR","NEET","15_29","PC_AGE","A","2003",13.649643,
"GBR","NEET","15_29","PC_AGE","A","2004",13.463719,
"GBR","NEET","15_29","PC_AGE","A","2005",14.173508,
"GBR","NEET","15_29","PC_AGE","A","2006",15.114338,
"GBR","NEET","15_29","PC_AGE","A","2007",14.935845,
"GBR","NEET","15_29","PC_AGE","A","2008",14.753457,
"GBR","NEET","15_29","PC_AGE","A","2009",15.673461,
"GBR","NEET","15_29","PC_AGE","A","2010",15.931578,
"GBR","NEET","15_29","PC_AGE","A","2011",15.501491,
"GBR","NEET","15_29","PC_AGE","A","2012",16.287668,
"GBR","NEET","15_29","PC_AGE","A","2013",15.588923,
"GBR","NEET","15_29","PC_AGE","A","2014",14.401425,
"GBR","NEET","15_29","PC_AGE","A","2015",13.741446,
"GBR","NEET","15_29","PC_AGE","A","2016",13.19285,
"GBR","NEET","15_29","PC_AGE","A","2017",12.191374,
"USA","NEET","15_29","PC_AGE","A","1997",12.569969,
"USA","NEET","15_29","PC_AGE","A","1998",12.225907,
"USA","NEET","15_29","PC_AGE","A","1999",12.555514,
"USA","NEET","15_29","PC_AGE","A","2000",12.244109,
"USA","NEET","15_29","PC_AGE","A","2001",13.33735,
"USA","NEET","15_29","PC_AGE","A","2002",13.555201,
"USA","NEET","15_29","PC_AGE","A","2003",14.292315,
"USA","NEET","15_29","PC_AGE","A","2004",13.935595,
"USA","NEET","15_29","PC_AGE","A","2005",13.13805,
"USA","NEET","15_29","PC_AGE","A","2006",12.944772,
"USA","NEET","15_29","PC_AGE","A","2007",13.182693,
"USA","NEET","15_29","PC_AGE","A","2008",14.720297,
"USA","NEET","15_29","PC_AGE","A","2009",16.870991,
"USA","NEET","15_29","PC_AGE","A","2010",16.131824,
"USA","NEET","15_29","PC_AGE","A","2011",15.853355,
"USA","NEET","15_29","PC_AGE","A","2012",15.19755,
"USA","NEET","15_29","PC_AGE","A","2013",16.004404,
"USA","NEET","15_29","PC_AGE","A","2014",15.047262,
"USA","NEET","15_29","PC_AGE","A","2015",14.380193,
"USA","NEET","15_29","PC_AGE","A","2016",14.118049,
"USA","NEET","15_29","PC_AGE","A","2017",13.280724,
"BRA","NEET","15_29","PC_AGE","A","2007",19.93256,
"BRA","NEET","15_29","PC_AGE","A","2008",18.951189,
"BRA","NEET","15_29","PC_AGE","A","2009",19.579699,
"BRA","NEET","15_29","PC_AGE","A","2011",19.349049,
"BRA","NEET","15_29","PC_AGE","A","2012",19.952234,
"BRA","NEET","15_29","PC_AGE","A","2013",20.32085,
"BRA","NEET","15_29","PC_AGE","A","2014",19.955,
"BRA","NEET","15_29","PC_AGE","A","2015",22.539059,
"CHL","NEET","15_29","PC_AGE","A","2009",23.598259,
"CHL","NEET","15_29","PC_AGE","A","2011",21.754675,
"CHL","NEET","15_29","PC_AGE","A","2013",18.750889,
"CHL","NEET","15_29","PC_AGE","A","2015",17.971138,
"COL","NEET","15_29","PC_AGE","A","2013",21.608118,
"COL","NEET","15_29","PC_AGE","A","2014",21.4286,
"COL","NEET","15_29","PC_AGE","A","2015",20.99786,
"COL","NEET","15_29","PC_AGE","A","2016",21.170773,
"COL","NEET","15_29","PC_AGE","A","2017",21.87352,
"EST","NEET","15_29","PC_AGE","A","2003",15.123198,
"EST","NEET","15_29","PC_AGE","A","2004",15.337422,
"EST","NEET","15_29","PC_AGE","A","2005",14.763182,
"EST","NEET","15_29","PC_AGE","A","2006",11.378634,
"EST","NEET","15_29","PC_AGE","A","2007",13.03608,
"EST","NEET","15_29","PC_AGE","A","2008",11.34071,
"EST","NEET","15_29","PC_AGE","A","2009",19.014498,
"EST","NEET","15_29","PC_AGE","A","2010",19.136993,
"EST","NEET","15_29","PC_AGE","A","2011",15.154462,
"EST","NEET","15_29","PC_AGE","A","2012",15.942339,
"EST","NEET","15_29","PC_AGE","A","2013",14.799244,
"EST","NEET","15_29","PC_AGE","A","2014",14.499515,
"EST","NEET","15_29","PC_AGE","A","2015",12.8484,
"EST","NEET","15_29","PC_AGE","A","2016",14.530252,
"EST","NEET","15_29","PC_AGE","A","2017",11.751085,
"ISR","NEET","15_29","PC_AGE","A","2002",31.457703,
"ISR","NEET","15_29","PC_AGE","A","2003",32.275288,
"ISR","NEET","15_29","PC_AGE","A","2004",30.534721,
"ISR","NEET","15_29","PC_AGE","A","2005",30.801971,
"ISR","NEET","15_29","PC_AGE","A","2006",29.988054,
"ISR","NEET","15_29","PC_AGE","A","2007",29.706457,
"ISR","NEET","15_29","PC_AGE","A","2008",27.539165,
"ISR","NEET","15_29","PC_AGE","A","2009",28.70093,
"ISR","NEET","15_29","PC_AGE","A","2010",27.796974,
"ISR","NEET","15_29","PC_AGE","A","2011",27.630472,
"ISR","NEET","15_29","PC_AGE","A","2012",15.659012,
"ISR","NEET","15_29","PC_AGE","A","2013",14.968257,
"ISR","NEET","15_29","PC_AGE","A","2014",13.846004,
"ISR","NEET","15_29","PC_AGE","A","2015",14.077371,
"ISR","NEET","15_29","PC_AGE","A","2016",13.757322,
"ISR","NEET","15_29","PC_AGE","A","2017",13.562289,
"LVA","NEET","15_29","PC_AGE","A","2002",17.464884,
"LVA","NEET","15_29","PC_AGE","A","2003",16.935297,
"LVA","NEET","15_29","PC_AGE","A","2004",17.945957,
"LVA","NEET","15_29","PC_AGE","A","2005",17.229177,
"LVA","NEET","15_29","PC_AGE","A","2006",14.360036,
"LVA","NEET","15_29","PC_AGE","A","2007",14.799329,
"LVA","NEET","15_29","PC_AGE","A","2008",11.965773,
"LVA","NEET","15_29","PC_AGE","A","2009",20.202469,
"LVA","NEET","15_29","PC_AGE","A","2010",22.762682,
"LVA","NEET","15_29","PC_AGE","A","2011",19.562572,
"LVA","NEET","15_29","PC_AGE","A","2012",19.086819,
