ref_area.label,indicator.label,source.label,sex.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Female,2009,11.68,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Total,2010,10.86,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Male,2010,10.79,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Female,2010,10.95,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Total,2011,11.81,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Male,2011,11.61,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Female,2011,12.03,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Total,2012,12.34,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Male,2012,12.5,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Female,2012,12.18,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Total,2013,12.68,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Male,2013,13.24,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Female,2013,12.1,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Total,2014,12.05,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Male,2014,12.58,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Female,2014,11.49,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Total,2015,12.18,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Male,2015,12.54,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Female,2015,11.82,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Total,2016,9.89,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Male,2016,10.05,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Female,2016,9.71,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Total,2017,9.32,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Male,2017,9.97,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Female,2017,8.66,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Total,2018,9.15,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Male,2018,9.36,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Female,2018,8.93,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Total,2019,9.25,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Male,2019,10.08,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Belgium,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEL - LFS - EU Labour Force Survey,Sex: Female,2019,8.39,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Benin,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEN - HIES - Enquête de suivi de l'Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages,Sex: Total,2011,17.2343,,,Repository: ILO-STATISTICS - Micro data processing
Benin,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEN - HIES - Enquête de suivi de l'Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages,Sex: Male,2011,10.8917,,,Repository: ILO-STATISTICS - Micro data processing
Benin,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BEN - HIES - Enquête de suivi de l'Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages,Sex: Female,2011,23.1805,,,Repository: ILO-STATISTICS - Micro data processing
Burkina Faso,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BFA - LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Sex: Total,2018,41.0045,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old
Burkina Faso,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BFA - LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Sex: Male,2018,30.4536,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old
Burkina Faso,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BFA - LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Sex: Female,2018,49.0994,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old
Bangladesh,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGD - LFS - Labour Force Survey,Sex: Total,2005,30.99,,,
Bangladesh,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGD - LFS - Labour Force Survey,Sex: Male,2005,6.71,,,
Bangladesh,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGD - LFS - Labour Force Survey,Sex: Female,2005,56.92,,,
Bangladesh,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGD - LFS - Labour Force Survey,Sex: Total,2006,32.2556,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGD - LFS - Labour Force Survey,Sex: Male,2006,7.2922,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGD - LFS - Labour Force Survey,Sex: Female,2006,58.93,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGD - LFS - Labour Force Survey,Sex: Total,2010,30.0596,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGD - LFS - Labour Force Survey,Sex: Male,2010,14.5003,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGD - LFS - Labour Force Survey,Sex: Female,2010,44.9106,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGD - LFS - Labour Force Survey,Sex: Total,2013,20.208,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGD - LFS - Labour Force Survey,Sex: Male,2013,8.8395,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGD - LFS - Labour Force Survey,Sex: Female,2013,30.6817,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGD - LFS - Labour Force Survey,Sex: Total,2016,28.88,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 24 years old
Bangladesh,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGD - LFS - Labour Force Survey,Sex: Male,2016,9.97,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 24 years old
Bangladesh,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGD - LFS - Labour Force Survey,Sex: Female,2016,46.99,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 24 years old
Bangladesh,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGD - LFS - Labour Force Survey,Sex: Total,2017,27.3863,,,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGD - LFS - Labour Force Survey,Sex: Male,2017,9.8108,,,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGD - LFS - Labour Force Survey,Sex: Female,2017,44.5501,,,Repository: ILO-STATISTICS - Micro data processing
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Total,2003,28.29,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Male,2003,27.52,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Female,2003,29.07,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Total,2004,24.37,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Male,2004,22.9,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Female,2004,25.87,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Total,2005,25.05,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Male,2005,23.66,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Female,2005,26.48,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Total,2006,22.24,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Male,2006,19.89,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Female,2006,24.66,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Total,2007,19.14,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Male,2007,17.71,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Female,2007,20.62,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Total,2008,17.4,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Male,2008,15.57,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Female,2008,19.32,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Total,2009,19.45,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Male,2009,18.1,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Female,2009,20.87,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Total,2010,21.03,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Male,2010,20.29,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Female,2010,21.81,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Total,2011,21.81,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Male,2011,21.76,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Female,2011,21.87,,Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Total,2012,21.53,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Male,2012,21.57,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Female,2012,21.49,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Total,2013,21.6,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Male,2013,22.07,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Female,2013,21.1,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Total,2014,20.24,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Male,2014,19.19,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Female,2014,21.35,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Total,2015,19.28,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Male,2015,18.62,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Female,2015,19.98,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Total,2016,18.2,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Male,2016,17.07,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Female,2016,19.4,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Total,2017,15.31,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Male,2017,13.56,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Female,2017,17.16,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Total,2018,15.04,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Male,2018,13.35,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Female,2018,16.83,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Total,2019,13.72,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Male,2019,12.72,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bulgaria,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BGR - LFS - EU Labour Force Survey,Sex: Female,2019,14.76,,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Bosnia and Herzegovina,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BIH - LFS - Labour Force Survey,Sex: Total,2006,34.6622,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BIH - LFS - Labour Force Survey,Sex: Male,2006,34.0296,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BIH - LFS - Labour Force Survey,Sex: Female,2006,35.3266,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BIH - LFS - Labour Force Survey,Sex: Total,2007,31.2509,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BIH - LFS - Labour Force Survey,Sex: Male,2007,31.0454,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BIH - LFS - Labour Force Survey,Sex: Female,2007,31.4668,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BIH - LFS - Labour Force Survey,Sex: Total,2008,26.3677,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BIH - LFS - Labour Force Survey,Sex: Male,2008,24.9765,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",BIH - LFS - Labour Force Survey,Sex: Female,2008,27.9271,,,Repository: ILO-STATISTICS - Micro data processing
